price;Storage_Level;Feed_in;Feed_out;hourly_profit;profit_acc;
    51.00000;     0.49981;     0.00000;     0.00000;     0.00000; 10275.18222;
    50.00000;     0.49977;     0.00000;     0.00000;     0.00000; 10275.18222;
    49.00000;     0.49974;     0.00000;     0.00000;     0.00000; 10275.18222;
    47.00000;     0.74970;     0.25000;     0.00000;   -14.24242; 10260.93979;
    48.00000;     0.75021;     0.00056;     0.00000;    -0.03258; 10260.90721;
    51.00000;     0.75016;     0.00000;     0.00000;     0.00000; 10260.90721;
    51.00000;     0.75011;     0.00000;     0.00000;     0.00000; 10260.90721;
    59.00000;     0.50005;     0.00000;     0.25000;    14.75000; 10275.65721;
    69.00000;     0.25002;     0.00000;     0.25000;    17.25000; 10292.90721;
    67.00000;     0.00000;     0.00000;     0.25000;    16.75000; 10309.65721;
    54.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10309.65721;
    49.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10309.65721;
    49.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10309.65721;
    43.00000;     0.25000;     0.25000;     0.00000;   -13.03030; 10296.62691;
    46.00000;     0.24998;     0.00000;     0.00000;     0.00000; 10296.62691;
    44.00000;     0.25011;     0.00014;     0.00000;    -0.00747; 10296.61944;
    41.00000;     0.50009;     0.25000;     0.00000;   -12.42424; 10284.19520;
    40.00000;     0.75005;     0.25000;     0.00000;   -12.12121; 10272.07399;
    40.00000;     1.00000;     0.25000;     0.00000;   -12.12121; 10259.95278;
    45.00000;     1.00000;     0.00007;     0.00000;    -0.00382; 10259.94896;
    51.00000;     1.00000;     0.00007;     0.00000;    -0.00433; 10259.94463;
    65.00000;     0.99993;     0.00000;     0.00000;     0.00000; 10259.94463;
    66.00000;     0.74986;     0.00000;     0.25000;    16.50000; 10276.44463;
    66.00000;     0.49981;     0.00000;     0.25000;    16.50000; 10292.94463;
    66.00000;     0.24977;     0.00000;     0.25000;    16.50000; 10309.44463;
    66.00000;     0.00004;     0.00000;     0.24972;    16.48152; 10325.92615;
    65.00000;     0.00004;     0.00000;     0.00000;     0.00000; 10325.92615;
    63.00000;     0.00004;     0.00000;     0.00000;     0.00000; 10325.92615;
    59.00000;     0.00004;     0.00000;     0.00000;     0.00000; 10325.92615;
    55.00000;     0.00004;     0.00000;     0.00000;     0.00000; 10325.92615;
    53.00000;     0.25004;     0.25000;     0.00000;   -16.06061; 10309.86555;
    61.00000;     0.25002;     0.00000;     0.00000;     0.00000; 10309.86555;
    69.00000;     0.00000;     0.00000;     0.25000;    17.25000; 10327.11555;
    66.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10327.11555;
    57.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10327.11555;
    48.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10327.11555;
    51.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10327.11555;
    46.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10327.11555;
    45.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10327.11555;
    44.00000;     0.25000;     0.25000;     0.00000;   -13.33333; 10313.78221;
    42.00000;     0.49998;     0.25000;     0.00000;   -12.72727; 10301.05494;
    39.00000;     0.74995;     0.25000;     0.00000;   -11.81818; 10289.23676;
    39.00000;     0.99990;     0.25000;     0.00000;   -11.81818; 10277.41858;
    45.00000;     1.00000;     0.00017;     0.00000;    -0.00954; 10277.40903;
    47.00000;     1.00000;     0.00007;     0.00000;    -0.00399; 10277.40505;
    61.00000;     0.99993;     0.00000;     0.00000;     0.00000; 10277.40505;
    65.00000;     0.74986;     0.00000;     0.25000;    16.25000; 10293.65505;
    66.00000;     0.49981;     0.00000;     0.25000;    16.50000; 10310.15505;
    65.00000;     0.24977;     0.00000;     0.25000;    16.25000; 10326.40505;
    64.00000;     0.24976;     0.00000;     0.00000;     0.00000; 10326.40505;
    62.00000;     0.24974;     0.00000;     0.00000;     0.00000; 10326.40505;
    61.00000;     0.24972;     0.00000;     0.00000;     0.00000; 10326.40505;
    57.00000;     0.24970;     0.00000;     0.00000;     0.00000; 10326.40505;
    53.00000;     0.49969;     0.25000;     0.00000;   -16.06061; 10310.34444;
    53.00000;     0.74965;     0.25000;     0.00000;   -16.06061; 10294.28383;
    65.00000;     0.50005;     0.00000;     0.24955;    16.22044; 10310.50427;
    70.00000;     0.25002;     0.00000;     0.25000;    17.50000; 10328.00427;
    67.00000;     0.00000;     0.00000;     0.25000;    16.75000; 10344.75427;
    58.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10344.75427;
    49.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10344.75427;
    51.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10344.75427;
    47.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10344.75427;
    45.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10344.75427;
    45.00000;     0.00011;     0.00011;     0.00000;    -0.00573; 10344.74854;
    44.00000;     0.25011;     0.25000;     0.00000;   -13.33333; 10331.41521;
    42.00000;     0.50009;     0.25000;     0.00000;   -12.72727; 10318.68793;
    41.00000;     0.75005;     0.25000;     0.00000;   -12.42424; 10306.26369;
    45.00000;     1.00000;     0.25000;     0.00000;   -13.63636; 10292.62733;
    52.00000;     1.00000;     0.00007;     0.00000;    -0.00441; 10292.62292;
    64.00000;     0.99993;     0.00000;     0.00000;     0.00000; 10292.62292;
    65.00000;     0.74986;     0.00000;     0.25000;    16.25000; 10308.87292;
    66.00000;     0.49981;     0.00000;     0.25000;    16.50000; 10325.37292;
    65.00000;     0.24977;     0.00000;     0.25000;    16.25000; 10341.62292;
    65.00000;     0.00011;     0.00000;     0.24965;    16.22725; 10357.85017;
    65.00000;     0.00011;     0.00000;     0.00000;     0.00000; 10357.85017;
    64.00000;     0.00011;     0.00000;     0.00000;     0.00000; 10357.85017;
    60.00000;     0.00011;     0.00000;     0.00000;     0.00000; 10357.85017;
    53.00000;     0.25011;     0.25000;     0.00000;   -16.06061; 10341.78956;
    52.00000;     0.50009;     0.25000;     0.00000;   -15.75758; 10326.03198;
    61.00000;     0.50005;     0.00000;     0.00000;     0.00000; 10326.03198;
    75.00000;     0.25002;     0.00000;     0.25000;    18.75000; 10344.78198;
    69.00000;     0.00000;     0.00000;     0.25000;    17.25000; 10362.03198;
    64.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10362.03198;
    53.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10362.03198;
    53.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10362.03198;
    49.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10362.03198;
    48.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10362.03198;
    48.00000;     0.00011;     0.00011;     0.00000;    -0.00611; 10362.02587;
    47.00000;     0.25011;     0.25000;     0.00000;   -14.24242; 10347.78345;
    45.00000;     0.50009;     0.25000;     0.00000;   -13.63636; 10334.14709;
    45.00000;     0.75005;     0.25000;     0.00000;   -13.63636; 10320.51072;
    47.00000;     1.00000;     0.25000;     0.00000;   -14.24242; 10306.26830;
    53.00000;     1.00000;     0.00007;     0.00000;    -0.00450; 10306.26380;
    66.00000;     0.74993;     0.00000;     0.25000;    16.50000; 10322.76380;
    68.00000;     0.49988;     0.00000;     0.25000;    17.00000; 10339.76380;
    69.00000;     0.24984;     0.00000;     0.25000;    17.25000; 10357.01380;
    66.00000;     0.00011;     0.00000;     0.24972;    16.48152; 10373.49532;
    66.00000;     0.00011;     0.00000;     0.00000;     0.00000; 10373.49532;
    66.00000;     0.00011;     0.00000;     0.00000;     0.00000; 10373.49532;
    63.00000;     0.00011;     0.00000;     0.00000;     0.00000; 10373.49532;
    61.00000;     0.00011;     0.00000;     0.00000;     0.00000; 10373.49532;
    54.00000;     0.25011;     0.25000;     0.00000;   -16.36364; 10357.13168;
    52.00000;     0.50009;     0.25000;     0.00000;   -15.75758; 10341.37411;
    62.00000;     0.50005;     0.00000;     0.00000;     0.00000; 10341.37411;
    68.00000;     0.25002;     0.00000;     0.25000;    17.00000; 10358.37411;
    67.00000;     0.00000;     0.00000;     0.25000;    16.75000; 10375.12411;
    60.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10375.12411;
    50.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10375.12411;
    55.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10375.12411;
    50.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10375.12411;
    53.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10375.12411;
    51.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10375.12411;
    48.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10375.12411;
    44.00000;     0.00011;     0.00011;     0.00000;    -0.00560; 10375.11851;
    44.00000;     0.25011;     0.25000;     0.00000;   -13.33333; 10361.78517;
    43.00000;     0.50009;     0.25000;     0.00000;   -13.03030; 10348.75487;
    43.00000;     0.75005;     0.25000;     0.00000;   -13.03030; 10335.72457;
    44.00000;     1.00000;     0.25000;     0.00000;   -13.33333; 10322.39123;
    47.00000;     0.99993;     0.00000;     0.00000;     0.00000; 10322.39123;
    55.00000;     0.74986;     0.00000;     0.25000;    13.75000; 10336.14123;
    56.00000;     0.49981;     0.00000;     0.25000;    14.00000; 10350.14123;
    56.00000;     0.24977;     0.00000;     0.25000;    14.00000; 10364.14123;
    54.00000;     0.24976;     0.00000;     0.00000;     0.00000; 10364.14123;
    50.00000;     0.24974;     0.00000;     0.00000;     0.00000; 10364.14123;
    47.00000;     0.24972;     0.00000;     0.00000;     0.00000; 10364.14123;
    45.00000;     0.25011;     0.00040;     0.00000;    -0.02195; 10364.11928;
    45.00000;     0.50009;     0.25000;     0.00000;   -13.63636; 10350.48292;
    50.00000;     0.50005;     0.00000;     0.00000;     0.00000; 10350.48292;
    63.00000;     0.25002;     0.00000;     0.25000;    15.75000; 10366.23292;
    61.00000;     0.00000;     0.00000;     0.25000;    15.25000; 10381.48292;
    51.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10381.48292;
    46.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10381.48292;
    52.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10381.48292;
    50.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10381.48292;
    48.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10381.48292;
    45.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10381.48292;
    42.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10381.48292;
    39.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10381.48292;
    37.00000;     0.25000;     0.25000;     0.00000;   -11.21212; 10370.27080;
    38.00000;     0.49998;     0.25000;     0.00000;   -11.51515; 10358.75565;
    32.00000;     0.74995;     0.25000;     0.00000;    -9.69697; 10349.05868;
    31.00000;     0.99990;     0.25000;     0.00000;    -9.39394; 10339.66474;
    39.00000;     1.00000;     0.00017;     0.00000;    -0.00827; 10339.65646;
    44.00000;     0.99993;     0.00000;     0.00000;     0.00000; 10339.65646;
    46.00000;     0.99986;     0.00000;     0.00000;     0.00000; 10339.65646;
    50.00000;     0.99979;     0.00000;     0.00000;     0.00000; 10339.65646;
    51.00000;     0.74972;     0.00000;     0.25000;    12.75000; 10352.40646;
    45.00000;     0.74967;     0.00000;     0.00000;     0.00000; 10352.40646;
    43.00000;     0.74962;     0.00000;     0.00000;     0.00000; 10352.40646;
    42.00000;     0.75005;     0.00049;     0.00000;    -0.02494; 10352.38152;
    41.00000;     1.00000;     0.25000;     0.00000;   -12.42424; 10339.95728;
    48.00000;     1.00000;     0.00007;     0.00000;    -0.00407; 10339.95321;
    61.00000;     0.74993;     0.00000;     0.25000;    15.25000; 10355.20321;
    64.00000;     0.49988;     0.00000;     0.25000;    16.00000; 10371.20321;
    61.00000;     0.24984;     0.00000;     0.25000;    15.25000; 10386.45321;
    55.00000;     0.24983;     0.00000;     0.00000;     0.00000; 10386.45321;
    60.00000;     0.00000;     0.00000;     0.24981;    14.98845; 10401.44166;
    53.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10401.44166;
    47.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10401.44166;
    45.00000;     0.25000;     0.25000;     0.00000;   -13.63636; 10387.80530;
    43.00000;     0.49998;     0.25000;     0.00000;   -13.03030; 10374.77499;
    40.00000;     0.74995;     0.25000;     0.00000;   -12.12121; 10362.65378;
    42.00000;     0.99990;     0.25000;     0.00000;   -12.72727; 10349.92651;
    47.00000;     1.00000;     0.00017;     0.00000;    -0.00997; 10349.91654;
    65.00000;     0.99993;     0.00000;     0.00000;     0.00000; 10349.91654;
    69.00000;     0.74986;     0.00000;     0.25000;    17.25000; 10367.16654;
    67.00000;     0.50037;     0.00000;     0.24944;    16.71247; 10383.87901;
    67.00000;     0.50033;     0.00000;     0.00000;     0.00000; 10383.87901;
    66.00000;     0.50030;     0.00000;     0.00000;     0.00000; 10383.87901;
    66.00000;     0.50026;     0.00000;     0.00000;     0.00000; 10383.87901;
    66.00000;     0.50023;     0.00000;     0.00000;     0.00000; 10383.87901;
    64.00000;     0.50019;     0.00000;     0.00000;     0.00000; 10383.87901;
    62.00000;     0.50016;     0.00000;     0.00000;     0.00000; 10383.87901;
    59.00000;     0.50012;     0.00000;     0.00000;     0.00000; 10383.87901;
    59.00000;     0.50009;     0.00000;     0.00000;     0.00000; 10383.87901;
    63.00000;     0.50005;     0.00000;     0.00000;     0.00000; 10383.87901;
    72.00000;     0.25002;     0.00000;     0.25000;    18.00000; 10401.87901;
    69.00000;     0.00000;     0.00000;     0.25000;    17.25000; 10419.12901;
    65.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10419.12901;
    55.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10419.12901;
    59.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10419.12901;
    51.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10419.12901;
    45.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10419.12901;
    45.00000;     0.00011;     0.00011;     0.00000;    -0.00573; 10419.12328;
    45.00000;     0.25011;     0.25000;     0.00000;   -13.63636; 10405.48692;
    43.00000;     0.50009;     0.25000;     0.00000;   -13.03030; 10392.45662;
    43.00000;     0.75005;     0.25000;     0.00000;   -13.03030; 10379.42631;
    45.00000;     1.00000;     0.25000;     0.00000;   -13.63636; 10365.78995;
    48.00000;     1.00000;     0.00007;     0.00000;    -0.00407; 10365.78588;
    64.00000;     0.99993;     0.00000;     0.00000;     0.00000; 10365.78588;
    67.00000;     0.99986;     0.00000;     0.00000;     0.00000; 10365.78588;
    68.00000;     0.74979;     0.00000;     0.25000;    17.00000; 10382.78588;
    68.00000;     0.50030;     0.00000;     0.24944;    16.96192; 10399.74779;
    68.00000;     0.50026;     0.00000;     0.00000;     0.00000; 10399.74779;
    67.00000;     0.50023;     0.00000;     0.00000;     0.00000; 10399.74779;
    67.00000;     0.50019;     0.00000;     0.00000;     0.00000; 10399.74779;
    63.00000;     0.50016;     0.00000;     0.00000;     0.00000; 10399.74779;
    61.00000;     0.50012;     0.00000;     0.00000;     0.00000; 10399.74779;
    58.00000;     0.50009;     0.00000;     0.00000;     0.00000; 10399.74779;
    65.00000;     0.50005;     0.00000;     0.00000;     0.00000; 10399.74779;
    76.00000;     0.25002;     0.00000;     0.25000;    19.00000; 10418.74779;
    74.00000;     0.00000;     0.00000;     0.25000;    18.50000; 10437.24779;
    67.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10437.24779;
    59.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10437.24779;
    56.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10437.24779;
    49.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10437.24779;
    49.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10437.24779;
    49.00000;     0.00011;     0.00011;     0.00000;    -0.00624; 10437.24155;
    47.00000;     0.25011;     0.25000;     0.00000;   -14.24242; 10422.99913;
    46.00000;     0.50009;     0.25000;     0.00000;   -13.93939; 10409.05974;
    45.00000;     0.75005;     0.25000;     0.00000;   -13.63636; 10395.42337;
    47.00000;     1.00000;     0.25000;     0.00000;   -14.24242; 10381.18095;
    56.00000;     1.00000;     0.00007;     0.00000;    -0.00475; 10381.17620;
    67.00000;     0.99993;     0.00000;     0.00000;     0.00000; 10381.17620;
    70.00000;     0.74986;     0.00000;     0.25000;    17.50000; 10398.67620;
    70.00000;     0.50033;     0.00000;     0.24947;    17.46324; 10416.13944;
    68.00000;     0.50030;     0.00000;     0.00000;     0.00000; 10416.13944;
    68.00000;     0.50026;     0.00000;     0.00000;     0.00000; 10416.13944;
    67.00000;     0.50023;     0.00000;     0.00000;     0.00000; 10416.13944;
    66.00000;     0.50019;     0.00000;     0.00000;     0.00000; 10416.13944;
    65.00000;     0.50016;     0.00000;     0.00000;     0.00000; 10416.13944;
    61.00000;     0.50012;     0.00000;     0.00000;     0.00000; 10416.13944;
    58.00000;     0.50009;     0.00000;     0.00000;     0.00000; 10416.13944;
    62.00000;     0.50005;     0.00000;     0.00000;     0.00000; 10416.13944;
    75.00000;     0.25002;     0.00000;     0.25000;    18.75000; 10434.88944;
    71.00000;     0.00000;     0.00000;     0.25000;    17.75000; 10452.63944;
    62.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10452.63944;
    54.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10452.63944;
    50.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10452.63944;
    48.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10452.63944;
    46.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10452.63944;
    46.00000;     0.00011;     0.00011;     0.00000;    -0.00586; 10452.63358;
    44.00000;     0.25011;     0.25000;     0.00000;   -13.33333; 10439.30025;
    43.00000;     0.50009;     0.25000;     0.00000;   -13.03030; 10426.26995;
    42.00000;     0.75005;     0.25000;     0.00000;   -12.72727; 10413.54267;
    46.00000;     1.00000;     0.25000;     0.00000;   -13.93939; 10399.60328;
    53.00000;     1.00000;     0.00007;     0.00000;    -0.00450; 10399.59878;
    66.00000;     0.99993;     0.00000;     0.00000;     0.00000; 10399.59878;
    66.00000;     0.99986;     0.00000;     0.00000;     0.00000; 10399.59878;
    67.00000;     0.75037;     0.00000;     0.24942;    16.71130; 10416.31008;
    67.00000;     0.75032;     0.00000;     0.00000;     0.00000; 10416.31008;
    68.00000;     0.50026;     0.00000;     0.25000;    17.00000; 10433.31008;
    66.00000;     0.50023;     0.00000;     0.00000;     0.00000; 10433.31008;
    65.00000;     0.50019;     0.00000;     0.00000;     0.00000; 10433.31008;
    63.00000;     0.50016;     0.00000;     0.00000;     0.00000; 10433.31008;
    61.00000;     0.50012;     0.00000;     0.00000;     0.00000; 10433.31008;
    60.00000;     0.50009;     0.00000;     0.00000;     0.00000; 10433.31008;
    64.00000;     0.50005;     0.00000;     0.00000;     0.00000; 10433.31008;
    71.00000;     0.25002;     0.00000;     0.25000;    17.75000; 10451.06008;
    70.00000;     0.00000;     0.00000;     0.25000;    17.50000; 10468.56008;
    65.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10468.56008;
    56.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10468.56008;
    53.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10468.56008;
    52.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10468.56008;
    47.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10468.56008;
    46.00000;     0.25000;     0.25000;     0.00000;   -13.93939; 10454.62069;
    45.00000;     0.49998;     0.25000;     0.00000;   -13.63636; 10440.98433;
    44.00000;     0.74995;     0.25000;     0.00000;   -13.33333; 10427.65099;
    44.00000;     0.99990;     0.25000;     0.00000;   -13.33333; 10414.31766;
    47.00000;     1.00000;     0.00017;     0.00000;    -0.00997; 10414.30769;
    50.00000;     1.00000;     0.00007;     0.00000;    -0.00424; 10414.30345;
    66.00000;     0.99993;     0.00000;     0.00000;     0.00000; 10414.30345;
    68.00000;     0.74986;     0.00000;     0.25000;    17.00000; 10431.30345;
    68.00000;     0.49981;     0.00000;     0.25000;    17.00000; 10448.30345;
    67.00000;     0.24977;     0.00000;     0.25000;    16.75000; 10465.05345;
    66.00000;     0.24976;     0.00000;     0.00000;     0.00000; 10465.05345;
    64.00000;     0.24974;     0.00000;     0.00000;     0.00000; 10465.05345;
    63.00000;     0.24972;     0.00000;     0.00000;     0.00000; 10465.05345;
    59.00000;     0.24970;     0.00000;     0.00000;     0.00000; 10465.05345;
    55.00000;     0.24969;     0.00000;     0.00000;     0.00000; 10465.05345;
    55.00000;     0.25004;     0.00037;     0.00000;    -0.02449; 10465.02896;
    62.00000;     0.25002;     0.00000;     0.00000;     0.00000; 10465.02896;
    70.00000;     0.00000;     0.00000;     0.25000;    17.50000; 10482.52896;
    66.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10482.52896;
    55.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10482.52896;
    48.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10482.52896;
    49.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10482.52896;
    48.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10482.52896;
    53.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10482.52896;
    50.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10482.52896;
    46.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10482.52896;
    45.00000;     0.00011;     0.00011;     0.00000;    -0.00573; 10482.52323;
    44.00000;     0.25011;     0.25000;     0.00000;   -13.33333; 10469.18990;
    44.00000;     0.50009;     0.25000;     0.00000;   -13.33333; 10455.85656;
    44.00000;     0.75005;     0.25000;     0.00000;   -13.33333; 10442.52323;
    45.00000;     1.00000;     0.25000;     0.00000;   -13.63636; 10428.88686;
    50.00000;     0.99993;     0.00000;     0.00000;     0.00000; 10428.88686;
    53.00000;     0.99986;     0.00000;     0.00000;     0.00000; 10428.88686;
    54.00000;     0.99979;     0.00000;     0.00000;     0.00000; 10428.88686;
    55.00000;     0.75037;     0.00000;     0.24935;    13.71438; 10442.60125;
    55.00000;     0.75032;     0.00000;     0.00000;     0.00000; 10442.60125;
    51.00000;     0.75026;     0.00000;     0.00000;     0.00000; 10442.60125;
    49.00000;     0.75021;     0.00000;     0.00000;     0.00000; 10442.60125;
    48.00000;     0.75016;     0.00000;     0.00000;     0.00000; 10442.60125;
    49.00000;     0.75011;     0.00000;     0.00000;     0.00000; 10442.60125;
    60.00000;     0.50005;     0.00000;     0.25000;    15.00000; 10457.60125;
    65.00000;     0.25002;     0.00000;     0.25000;    16.25000; 10473.85125;
    62.00000;     0.00000;     0.00000;     0.25000;    15.50000; 10489.35125;
    53.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10489.35125;
    49.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10489.35125;
    50.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10489.35125;
    49.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10489.35125;
    48.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10489.35125;
    47.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10489.35125;
    44.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10489.35125;
    42.00000;     0.00011;     0.00011;     0.00000;    -0.00535; 10489.34590;
    41.00000;     0.25011;     0.25000;     0.00000;   -12.42424; 10476.92166;
    42.00000;     0.50009;     0.25000;     0.00000;   -12.72727; 10464.19439;
    38.00000;     0.75005;     0.25000;     0.00000;   -11.51515; 10452.67923;
    37.00000;     1.00000;     0.25000;     0.00000;   -11.21212; 10441.46711;
    43.00000;     1.00000;     0.00007;     0.00000;    -0.00365; 10441.46347;
    47.00000;     0.99993;     0.00000;     0.00000;     0.00000; 10441.46347;
    52.00000;     0.99986;     0.00000;     0.00000;     0.00000; 10441.46347;
    54.00000;     0.99979;     0.00000;     0.00000;     0.00000; 10441.46347;
    55.00000;     0.75016;     0.00000;     0.24956;    13.72594; 10455.18940;
    50.00000;     0.75011;     0.00000;     0.00000;     0.00000; 10455.18940;
    47.00000;     0.75005;     0.00000;     0.00000;     0.00000; 10455.18940;
    45.00000;     1.00000;     0.25000;     0.00000;   -13.63636; 10441.55304;
    48.00000;     1.00000;     0.00007;     0.00000;    -0.00407; 10441.54897;
    58.00000;     0.99993;     0.00000;     0.00000;     0.00000; 10441.54897;
    65.00000;     0.74986;     0.00000;     0.25000;    16.25000; 10457.79897;
    68.00000;     0.49981;     0.00000;     0.25000;    17.00000; 10474.79897;
    63.00000;     0.24977;     0.00000;     0.25000;    15.75000; 10490.54897;
    56.00000;     0.24976;     0.00000;     0.00000;     0.00000; 10490.54897;
    61.00000;     0.00000;     0.00000;     0.24974;    15.23399; 10505.78296;
    56.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10505.78296;
    49.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10505.78296;
    46.00000;     0.25000;     0.25000;     0.00000;   -13.93939; 10491.84356;
    44.00000;     0.49998;     0.25000;     0.00000;   -13.33333; 10478.51023;
    42.00000;     0.74995;     0.25000;     0.00000;   -12.72727; 10465.78296;
    43.00000;     0.99990;     0.25000;     0.00000;   -13.03030; 10452.75265;
    48.00000;     1.00000;     0.00017;     0.00000;    -0.01018; 10452.74247;
    59.00000;     0.99993;     0.00000;     0.00000;     0.00000; 10452.74247;
    71.00000;     0.74986;     0.00000;     0.25000;    17.75000; 10470.49247;
    71.00000;     0.50037;     0.00000;     0.24944;    17.71023; 10488.20270;
    71.00000;     0.50033;     0.00000;     0.00000;     0.00000; 10488.20270;
    69.00000;     0.50030;     0.00000;     0.00000;     0.00000; 10488.20270;
    68.00000;     0.50026;     0.00000;     0.00000;     0.00000; 10488.20270;
    68.00000;     0.50023;     0.00000;     0.00000;     0.00000; 10488.20270;
    66.00000;     0.50019;     0.00000;     0.00000;     0.00000; 10488.20270;
    64.00000;     0.50016;     0.00000;     0.00000;     0.00000; 10488.20270;
    62.00000;     0.50012;     0.00000;     0.00000;     0.00000; 10488.20270;
    60.00000;     0.50009;     0.00000;     0.00000;     0.00000; 10488.20270;
    64.00000;     0.50005;     0.00000;     0.00000;     0.00000; 10488.20270;
    75.00000;     0.25002;     0.00000;     0.25000;    18.75000; 10506.95270;
    73.00000;     0.00000;     0.00000;     0.25000;    18.25000; 10525.20270;
    67.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10525.20270;
    55.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10525.20270;
    56.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10525.20270;
    52.00000;     0.00000;     0.00000;     0.00000;     0.00000; 10525.20270;
    47.00000;     0.00011;     0.00011;     0.00000;    -0.00598; 10525.19672;
    48.00000;     0.00011;     0.00000;     0.00000;     0.00000; 10525.19672;
    45.00000;     0.25011;     0.25000;     0.00000;   -13.63636; 10511.56036;
    44.00000;     0.50009;     0.25000;     0.00000;   -13.33333; 10498.22702;
    44.00000;     0.75005;     0.25000;     0.00000;   -13.33333; 10484.89369;
    46.00000;     1.00000;     0.25000;     0.00000;   -13.93939; 10470.95430;
    56.00000;     1.00000;     0.00007;     0.00000;    -0.00475; 10470.94954;
    68.00000;     0.75030;     0.00000;     0.24963;    16.97500; 10487.92455;
    70.00000;     0.50025;     0.00000;     0.25000;    17.50000; 10505.42455;
    69.00000;     0.25021;     0.00000;     0.25000;    17.25000; 10522.67455;
    68.00000;     0.25019;     0.00000;     0.00000;     0.00000; 10522.67455;
    67.00000;     0.25018;     0.00000;     0.00000;     0.00000; 10522.67455;
    64.00000;     0.25016;     0.00000;     0.00000;     0.00000; 10522.67455;
    62.00000;     0.25014;     0.00000;     0.00000;     0.00000; 10522.67455;
